Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore,Candle Color
2024-06-07 15:00:00,0.55760000,0.56080000,0.55590000,0.55870000,1332539.70000000,2024-06-07 15:14:59.999,743853.57466000,2527,671071.50000000,374700.26942000,0,green
2024-06-07 15:15:00,0.55870000,0.55970000,0.55250000,0.55340000,886087.30000000,2024-06-07 15:29:59.999,492867.25686000,1937,353679.90000000,196905.54584000,0,red
2024-06-07 15:30:00,0.55330000,0.55510000,0.55000000,0.55470000,955671.90000000,2024-06-07 15:44:59.999,528129.18333000,2685,373418.40000000,206371.93402000,0,green
2024-06-07 15:45:00,0.55470000,0.55890000,0.55320000,0.55690000,585393.70000000,2024-06-07 15:59:59.999,325668.46448000,1319,290619.40000000,161618.48093000,0,green
2024-06-07 16:00:00,0.55690000,0.55840000,0.55330000,0.55370000,690963.40000000,2024-06-07 16:14:59.999,384410.89238000,1596,289452.20000000,161042.78702000,0,red
2024-06-07 16:15:00,0.55360000,0.55760000,0.55270000,0.55570000,837077.10000000,2024-06-07 16:29:59.999,464663.67850000,1742,464139.10000000,257646.34135000,0,green
2024-06-07 16:30:00,0.55580000,0.55750000,0.55380000,0.55530000,647548.80000000,2024-06-07 16:44:59.999,359708.73590000,1376,313475.90000000,174115.07383000,0,red
2024-06-07 16:45:00,0.55510000,0.55520000,0.54720000,0.54960000,1319074.80000000,2024-06-07 16:59:59.999,726569.86392000,4040,491935.00000000,270828.99000000,0,red
2024-06-07 17:00:00,0.54970000,0.54970000,0.54170000,0.54290000,1598515.10000000,2024-06-07 17:14:59.999,871477.97276000,3509,592495.70000000,322989.72416000,0,red
2024-06-07 17:15:00,0.54250000,0.54350000,0.53920000,0.54220000,1583901.60000000,2024-06-07 17:29:59.999,857377.09220000,2557,567618.40000000,307406.52323000,0,red
2024-06-07 17:30:00,0.54230000,0.54540000,0.54020000,0.54210000,840142.60000000,2024-06-07 17:44:59.999,455877.05600000,1683,434973.30000000,236084.70419000,0,red
2024-06-07 17:45:00,0.54180000,0.54270000,0.53320000,0.53330000,1160234.50000000,2024-06-07 17:59:59.999,624989.33464000,2309,463128.60000000,249413.54949000,0,red
2024-06-07 18:00:00,0.53310000,0.53430000,0.46880000,0.47320000,11182126.80000000,2024-06-07 18:14:59.999,5599689.96468000,26428,4642391.50000000,2327153.07840000,0,red
2024-06-07 18:15:00,0.47170000,0.50770000,0.46360000,0.50380000,6787206.40000000,2024-06-07 18:29:59.999,3334308.42377000,19036,3892183.20000000,1915526.05984000,0,green
2024-06-07 18:30:00,0.50330000,0.51300000,0.50020000,0.51280000,1747036.80000000,2024-06-07 18:44:59.999,882486.33963000,5282,989756.40000000,500376.54633000,0,green
2024-06-07 18:45:00,0.51270000,0.51290000,0.50310000,0.50380000,1641016.60000000,2024-06-07 18:59:59.999,830732.17179000,4589,820139.70000000,415337.22513000,0,red
2024-06-07 19:00:00,0.50380000,0.50380000,0.49650000,0.50280000,1944752.40000000,2024-06-07 19:14:59.999,971568.09739000,4721,912116.60000000,455879.90187000,0,red
2024-06-07 19:15:00,0.50280000,0.50730000,0.50030000,0.50590000,1252135.10000000,2024-06-07 19:29:59.999,630320.11652000,3060,629869.70000000,317251.47112000,0,green
2024-06-07 19:30:00,0.50560000,0.50850000,0.50320000,0.50840000,1683573.50000000,2024-06-07 19:44:59.999,851153.20771000,2567,938357.30000000,474442.82092000,0,green
2024-06-07 19:45:00,0.50840000,0.50840000,0.50320000,0.50390000,819008.90000000,2024-06-07 19:59:59.999,413473.93710000,1616,425855.50000000,215023.94576000,0,red
2024-06-07 20:00:00,0.50380000,0.50460000,0.49810000,0.49890000,725701.80000000,2024-06-07 20:14:59.999,364047.95568000,1473,341089.20000000,171116.40185000,0,red
2024-06-07 20:15:00,0.49910000,0.50440000,0.49850000,0.50300000,650726.10000000,2024-06-07 20:29:59.999,326606.66433000,1137,339617.40000000,170446.32242000,0,green
2024-06-07 20:30:00,0.50310000,0.50920000,0.50230000,0.50870000,506192.30000000,2024-06-07 20:44:59.999,255821.80124000,1383,304332.50000000,153742.03110000,0,green
2024-06-07 20:45:00,0.50860000,0.51140000,0.50740000,0.50980000,1002865.30000000,2024-06-07 20:59:59.999,511028.95748000,2134,444888.70000000,226794.91111000,0,green
2024-06-07 21:00:00,0.50930000,0.50930000,0.50560000,0.50670000,665042.40000000,2024-06-07 21:14:59.999,337598.73299000,1556,405909.20000000,206056.85223000,0,red
2024-06-07 21:15:00,0.50640000,0.50850000,0.50320000,0.50660000,644128.20000000,2024-06-07 21:29:59.999,325504.64196000,1489,281834.50000000,142505.16302000,0,green
2024-06-07 21:30:00,0.50650000,0.50700000,0.50350000,0.50380000,394147.70000000,2024-06-07 21:44:59.999,199206.74489000,989,225650.90000000,114091.27139000,0,red
2024-06-07 21:45:00,0.50380000,0.50570000,0.50240000,0.50500000,453353.00000000,2024-06-07 21:59:59.999,228326.33024000,987,283468.30000000,142731.17762000,0,green
2024-06-07 22:00:00,0.50490000,0.50780000,0.50380000,0.50670000,372309.70000000,2024-06-07 22:14:59.999,188501.42617000,1306,199469.30000000,100987.02667000,0,green
2024-06-07 22:15:00,0.50660000,0.50890000,0.50540000,0.50840000,369686.10000000,2024-06-07 22:29:59.999,187535.30363000,1142,228656.20000000,115961.10027000,0,green
2024-06-07 22:30:00,0.50830000,0.52200000,0.50830000,0.52160000,1674538.70000000,2024-06-07 22:44:59.999,865185.48516000,3925,1151525.80000000,594663.44294000,0,green
2024-06-07 22:45:00,0.52180000,0.52640000,0.51980000,0.52220000,2151387.00000000,2024-06-07 22:59:59.999,1124863.96552000,4087,1287972.10000000,673567.64423000,0,green
2024-06-07 23:00:00,0.52190000,0.52590000,0.51770000,0.51990000,1963995.00000000,2024-06-07 23:14:59.999,1024451.76521000,3440,923620.40000000,482065.56520000,0,red
